,고객,감정,리뷰
195,286.0,나쁨,사람이 너무 많아요 덥습니다 ㅜㅜ
196,307.0,보통,차는 맛나는데 귀에서 피나요. 느무느무 시끄러워요ㅜ
197,319.0,보통,슈크림프라푸치노 맛잇어용
198,332.0,보통,훈제향이 솔솔나는 샌드위치 맛집
199,333.0,좋음,다른 대안이 없다면 주저말고 스타벅스로
200,334.0,나쁨,출입구 후......
201,337.0,좋음,스타벅스 컵홀더 크리스마스 분위기로 바꿨네요 쌍둥이투샷으로 ?ㅋㅋ 토피넛라떼 샷 추가 해서 마셨는데 맛있습니당
202,346.0,보통,넓어요 자리가 별로없어서 아쉽긴하지만 지금코로나시기때 띄염띄염앉기는 좋아요
203,355.0,좋음,좋아요..추천합니다
204,362.0,나쁨,매장이 너무 정신없음
205,363.0,나쁨,커피가격.. 좀내리면함
206,364.0,좋음,자녀들과 가끔 마시는 커피 이곳이 좋네요
207,365.0,보통,깨끗하고 좋은데 의자가 다 불편하네요
208,381.0,보통,자리 구하기 힘들고 분위기가 소란스럽고 부산스러워요
209,382.0,보통,자리가 많지 않아서 아쉬워요!
210,400.0,나쁨,콘센트 꽂을 곳이 한정적 직원들 일처리가 늦음
211,405.0,나쁨,친절하지가 않앗어요
212,411.0,나쁨,평일이건 주말이건 사람너무많아요
213,434.0,나쁨,초코푸딩 맛없음 ㅠ
214,436.0,나쁨,참 사람 많다.... 걍.. 너무많다... 잠깐 목 축이는거 아니면 그닥 권하고싶지 않네요. 2층이 훨씬 쾌적하시니 그쪽으로 가시기를. 맛은 고기서 고기입니다.
215,438.0,나쁨,직원들이 좀 정신없는 느낌... 그리고 8시에 문을 닫는게 아쉬웠습니다.
216,450.0,보통,"서비스는 좋은데ㅠㅠ 제가 본 스타벅스 중 가장 청결상태가 안좋아요,,,ㅠㅠㅠㅠ 스벅 들어와서 빨리 나가고 싶긴 처음이었어요.."
217,467.0,좋음,맛있어요ㅎㅎㅎㅎㅎㅎㅎㅎㅅㅎㅎㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ
218,471.0,나쁨,사람 너무 많아요 흑
219,479.0,보통,사람 항상 많음 파트너는 친절
220,484.0,나쁨,스타벅스!! 사람 많음! 2층마감 9시!
221,489.0,나쁨,자리가 많이 없어요
222,491.0,나쁨,사람이 너무 많아 앉을 자리도 없고 주문도 밀리고....
223,493.0,보통,그저그냥 잘 이용해요
224,495.0,나쁨,별로인 자리도 잡기힘들고 대학가라서
225,496.0,좋음,"토마토쥬스 병음료 , 콜드폼카푸치노. 음료맛을 떠나서 매장 내 의자가 다양해서 좋았다."
226,506.0,좋음,넓고 노트북하기 좋음 새로생겨서 깨끗함
227,510.0,보통,건물화장실써야하는데ㅠㅠ 너무지지지저분해서ㅠ 그거말고는 좋지만ㅠ
228,526.0,보통,같은 스벅인데 라떼 맛이 다른곳. 기냥저냥 사무실 근처 그래도 제일 한가한 곳이라
229,545.0,보통,직원분들이 좀더 친절했음하네요 ㅠㅠ
230,554.0,보통,라떼가 너무 맹맹해요..
231,556.0,보통,사람없어서 자주 가는 곳
232,557.0,나쁨,자바칩 프라푸치노 토핑 반반인디 비율이 아쉽 자리가 협소
233,558.0,나쁨,너무일찍 문닫아요.. 9시반
234,562.0,나쁨,한가한데도 표정이 뚱
235,566.0,좋음,커피가 좋아요. 맛있어요.
236,567.0,나쁨,사회적거리 안되고있음 열체크도ㆍ명부도 없음 위험
237,578.0,보통,달고나 느낌이 살짝 드네요
238,584.0,보통,생각보다 넓진 않은데 깔끔하고 좋아요
239,596.0,보통,늘 사람이 많아요 나름 좌석이 꽤 있지만 늘 만석
240,610.0,나쁨,사람이 너무 많아요 비좁고 다른곳보다 너무 정신 없네요
241,619.0,보통,뭔가 밍밍한맛원래보다
242,621.0,보통,얼음적게 요청했는데 포스에 반영 안 됨ㅠㅠ 그냥 사이렌오더 해야지..
243,628.0,보통,새로생긴스벅이라좋은데 진열된 상품에 먼지가.... 쥬스샀는데 쥬스병 표면에도 먼지가... 자주닦아주고관리해야할듯...
244,636.0,보통,굿굿 조아용 직원분들 엄청 친절
245,675.0,나쁨,너무시끌시끌 진동벨도없고
246,696.0,나쁨,장소가 너무 협소해요ㅠㅠ
247,699.0,보통,스타벅스는 어딜가나 평타는 하는것같아요
248,718.0,보통,동네에 있어서 가깝고 좋았는데 매장 내에 사람이 너무 많네요ㅠ
249,723.0,나쁨,스타벅스는 언제나 친절하진 않네요..
250,732.0,나쁨,사람 바글바글. 호출번호 불려서 가질러 갔더니 컵 아래로 음료가 흥건하게 흘려져있었다고 함. 정신사나운 카페임.
251,735.0,나쁨,스벅은 이젠 맛보다는 직원들의 응대가 중요한거 같네요.
252,737.0,나쁨,매장이 작고 맛이 아쉬워요
253,765.0,좋음,돌체라떼 라떼 블루베리크림치즈케익 돌체라떼는 사랑이며 블루베리케익은 가장자리가 쿠키라 넘 맛있다! 언제나 스타벅스는 사람이 많지만 특히나 주말엔 자리부터 맡아둔 다음 주문할것. 그렇지 않으면 커피트레이를 들고 5층 건물을 오르락내리락하는 불상사가 생길수 있으니.. 그래도 엘리베이터가 있는 지점이라 편리함.
254,773.0,보통,커피맛 쏘쏘합니다 주차하기가 어려워요 ㅜ
255,775.0,나쁨,지하에있어서 좀답답해요 혼자오신분이 많은데 4인석에 4분이나 앉아있어서 친구들이랑 앉을곳이 마땅치않았어요 1인석을 정확히 표시하거나 안내문구좀 붙여주세요 다른지점은 양해문구있던데 너무떳떠히 4인석에 넓게앉아계시네요
256,777.0,보통,언제나 시원하고 자리여유있고 다좋은데 주차가 안좋아요.
257,780.0,보통,공간은 넓고 좋은데 바질펜네 아무 맛도 안 낼거면 제발 소금이라도 쳐서 내주시길
258,791.0,좋음,쿠폰으로 500원으로 먹었습니다. 3층까지 있는 매장이라 쾌적하네요!
259,793.0,보통,직장인분들의 통로로 쓰이는 스타벅스...
260,828.0,좋음,분위기 좋아요 커피맛나요
261,853.0,나쁨,다른지점에 비해 음료맛이... 달랐어요ㅠ
262,890.0,나쁨,매장용 잔으로 받았는데 별로임...
263,894.0,나쁨,"직원이 너무 불친절해요. 너무. 오전 점심에 계시는 남자 직원분 정말 항상 화나보여요 말투도 너무 차갑고 ,, 커피사러 갔다가 남의 짜증도 주워온 기분이에요 텀블러 재고 여쭤봤더니 없는데요. 라는 딱딱한 답변을 내놓으시지않나 ,, 여태 갔던 스타벅스 중에서 가장 속상했어요"
264,901.0,보통,인테리어는 예쁜데 노트북 좌석의 테이블과 의자가 너무 미스매치라 편안하게 노트북하기 어려움. 의자가 일반 나무 의자가 아니라 패브릭 쇼파라서 테이블보다 상대적으로 낮은 위치.
265,914.0,좋음,주문도 빨리 받아주시고 음료가 맛나요
266,919.0,보통,캐모마일 릴랙서 마셔보기!! 음 내 스타일은 아닌걸로
267,933.0,보통,매장이 좀 어두운 느낌
268,944.0,좋음,매장이넓고친절해서좋았어요
269,968.0,보통,넓고 쾌적해요 사람은 북적
270,974.0,보통,마트에있어 규모는 작지만 가볍게 이용하기 좋아요
271,981.0,나쁨,슈크림라떼 솔드아웃 ㅠ
272,987.0,보통,병원 1층에 있지만 깔끔하고 좋아요
273,1018.0,나쁨,코로나 때문인가 너무 일찍 닫는다ㅠ
274,1022.0,나쁨,코로나 때문에도 더 그렇겠지만 매장 내 테이블이 5개 정도 뿐이에요. 기본 규모가 매우 작아서 테이크아웃점 인줄..
275,1026.0,보통,"친절 3, 맛 3, 위생 3 그냥그냥 알바마인드에요"
276,1028.0,나쁨,커피가 탄맛이...
277,1035.0,보통,스타벅스가 다 거기서 거기
278,1038.0,보통,오픈한지 얼마 안되서 그런지 뭔가 어수성한 느낌이었어요
279,1041.0,좋음,생일쿠폰사용하려고 고디바프라푸치노 주문했어요 ㅎㅎ 당제대로 충전했네요
280,1053.0,나쁨,남자직원분 일처리가 미흡해요
281,1065.0,보통,올라가는 계단이 좀 불편해서 그렇치 매장 안은 괜찮아요
282,1090.0,나쁨,피스타치오 초콜릿 먹어봤는데 그냥 초콜릿우유먹는맛... 화장실이 밖에 있네요..스벅이 많다보니 은근 좋은데가 없음...
283,1100.0,좋음,자주 가는 곳인데 좋네요
284,1106.0,좋음,친절하고 엠디수량도 많아요
285,1114.0,나쁨,좁은데 사람들은 엄청 많아요 ㅠㅜ
286,1127.0,좋음,촉촉한 케익까지 정말 맛있어요
287,1129.0,보통,맛잇음 친절한지는 모르겠음
288,1161.0,좋음,자바칩 추가하고 모카시럽 한번 빼니 굿 직원분 추천 감사해요 하트파이는 엄마손파이 생각나서 사먹었어요
289,1168.0,나쁨,푸드 제품이 다양하지 않아요 맞은편 꽃가게가 참 예뻐요 화사함
290,1171.0,보통,여기 진짜 다 좋은데 2층에 화장실냄새가 너무 심해요 진짜 2층 전체에 화장실냄새가 나요ㅠㅠㅠ 진짜 자주오는데 빠른시일내에 처리됐으면 좋겠습니다ㅠ
291,1173.0,나쁨,너무오래 기다리네요ㅠ
292,1183.0,나쁨,장소가 협소합니다. 베이커리 종류도 적어요!
293,1187.0,보통,거리두기 2단계.. 여유롭게 카페좌석에 앉을 수 없어 아쉽 그래도 서울풍경을 내려다보는 야외 테라스에서 따뜻한 커피와 과일차는 신속하고 친절하게 준비해주는 곳.. 좋네요.
294,1188.0,나쁨,연말에사람두너무많구서비스도엉망이었네여ㅠㅠ바쁘실때라백번이해는할께유!!!
295,1191.0,나쁨,테이블 간격이 좀 더 넓었으묘 ㅕㄴ
296,1234.0,보통,다른거 다 만족함. 주차가 가장 아쉽 ㅠ.ㅠ
297,1235.0,보통,쿠폰도잇고 아아 너무먹고싶어서 ㅋㅋ픽업해왔네요ㅎ
298,1243.0,나쁨,파트너들은 불친절한 편이에요 사람도 많고 분주한 분위기에 안에 공부하는 사람들이 많고 자리는 별로 없어서 테이크아웃이 나아요
299,1251.0,보통,친절하긴한데 좁고 매장안에 날파리가 너무많아서 케잌을 먹는데 너무 짜증났어요.. 탁자 정리가 잘안돼있었구요
300,1253.0,좋음,음료 늘 한결같이 맛있어요
301,1259.0,보통,어디에나 있는 스벅!
302,1261.0,좋음,안쪽까지 넓고 깔끔한 매장
303,1272.0,보통,늘 사람이 많군요 자리도 없고
304,1275.0,보통,엘베가 있어서 좋은데 매장은 정신없네요 층마다 이용시간이 달라요
305,1276.0,보통,다좋은데 화장실이 없어요. 외부 인사동 공용화장실 사용하라네요. 헉..
306,1280.0,보통,스타벅스가 다 그렇지만 조금 시끄러울때가 있어요
307,1291.0,좋음,스타벅스는 언제나 평타이상!
308,1316.0,나쁨,항상 사람이 너무 많아오
309,1318.0,나쁨,다른 지점에 비해 테이블이나 의자 구조가 불편하네요 ㅠ 심지어 제가 앉은 자리는 테이블이 흔들흔들
310,1340.0,보통,기본 디폴트커피는 취급안하는곳
311,1359.0,나쁨,화장실이 좀 안좋아요
312,1368.0,좋음,맛있게 잘 만들어주시고 친절해요
313,1382.0,좋음,크림 프라푸치노 맛나요
314,1395.0,나쁨,학교 안이라 항상 사람이 많은 곳이에요! 온라인 수업중임에도 불구하고 최근에도 사람이 많았어요. 테이블간 거리가 좁고 인구 밀집도가 워낙 높은 곳이라 공간이 살짝 답답할 수 있어요. 새로 나온 녹차 프라푸치노는 시럽을 아예 빼고 먹으니 아쉬웠습니다ㅠㅠ 당도 조절 미스였어요
315,1397.0,나쁨,매장에 오후에 가니 솔드아웃 메뉴가 너무 많았어요. 그래서 마카롱이나 샀다는....
316,1404.0,나쁨,화장실이 너무 좁아요
317,1417.0,좋음,젤리 많이가 맛있었음
318,1421.0,나쁨,사람이 넘 많아서 복잡했어요
319,1431.0,나쁨,일할때 힘좀 내주세요...ㅠ 별로신경안쓰는데 세상 의욕없어서 시키기도 미안해짐
320,1435.0,나쁨,여기 주차가 안되서 불편해요
321,1499.0,보통,집이랑 가까워서 자주갑니다. 일반적인 스벅이에요
322,1507.0,보통,텀블러 사러 방문했는데 직원분들 친절하시네여
323,1526.0,나쁨,내부자리가 협소한 편
324,1561.0,보통,"한티역점은 사람이 꽤 많은 지점이었습니다. 3면이 앉을 자리이긴 한데, 자리가 충분히 크지는 않네요!"
325,1594.0,나쁨,자리가 너무 부족해요... 혼자 와서 2인 자리에 앉아 있거나 4인석에 혼자 앉아 있어서 매장내 이용이 어려웠어요 ㅠㅠ 그리고 어떤 분이 음료 안시키고 자리에서 자고 있어서 이용할수 없었어요 ㅠㅠ
326,1595.0,좋음,날 더울땐 시원한 한잔
327,1604.0,보통,이마트 들렸다가 자주 가는데 사람이 항상 많아서그런지 음료가 늦게 나와요
328,1615.0,보통,무난한 전철역 스벅입니다
329,1624.0,나쁨,케이크가 갈때마다 없어서 아쉬웠음...
330,1629.0,보통,규모가 작아서 그런지 제품이 다양하지가 않아요
331,1658.0,보통,평범해요 다소 소란스러워요
332,1662.0,보통,작은게 아쉽지만 친절하고좋아요
333,1671.0,보통,"사람은 많지만, 친절해요"
334,1705.0,좋음,기운내라임! 맛나요
335,1731.0,좋음,음료도 빨리 나오고 친절해요
336,1737.0,나쁨,사람이 너무 많아서 아침에 주문하면 십분은 걸리고 덕분에 지각할뻔 ㅎ 글고 신메뉴 골든세서미라떼 너무 달아요 ㅜㅜ
337,1761.0,좋음,새로나온 샌드위치 맛있네요
338,1771.0,보통,늘 먹던걸로 주문했는데 왜 더 연한건지 직원분들은 친절하나 다른 지점대비 맛이 밍밍하다
339,1776.0,보통,아메리카노에 헤이즐럽시럽 추가였는데 깜빡하셨는지 시럽이 안들어갔네요... 차 타고 나와 마시고서야 알게되서 다시 가기에도 뭐해서 그냥 마셨어요... ㅠㅠ 그나마 스벅카드로 결제해서 시럽은 무료였는데 만약 제 돈내고 마셨으면 속상할뻔했습니다.. 제가 갔을때가 사람도 엄청 많고 바빴을때라 조금 이해가 갔지만 담부턴 조금 조심해주셧으면 좋겠습니다 ㅠㅠ
340,1793.0,나쁨,매장안이 너무 시끄러워요
341,1804.0,나쁨,돌체콜드브루가 없어서 돌체라떼시킴 ㅡㅡ
342,1827.0,보통,늘 사람이 많지만 친절
343,1828.0,보통,점심시간에는 직장인들때문에 분빕니다. 주말이 좀 여유로워요
344,1834.0,나쁨,영업시간 언제 늘려주나요ㅜ
345,1844.0,나쁨,마스카포네티라미수는 유통기한이 오늘까지였는데 상태가 영 ㅠㅠ
346,1847.0,보통,그럭저럭 좋았습니다
347,1860.0,보통,음료는 스타벅스는 정량레시피라 괜찮았는데 공간이 생각보다 협소해서 당황했어요!
348,1861.0,보통,인테리어가.. 좀... 앉을자리도... 커피맛은 좋죠
349,1863.0,보통,갈 때 마다 사람이 많아요 ㅋㅋ
350,1864.0,나쁨,매장입구가 너무 좁아서 계산이 불편함...
351,1866.0,나쁨,너무 시끄럽고 추워요.
352,1867.0,보통,음료 맛이나 분위기는 괜찮은 편이었으나 직원들 응대는 미흡했다.
353,1874.0,나쁨,"여전히 아메리카노는 맛이, 향이 아쉽다"
354,1877.0,나쁨,주차가 좀 불편해요.
355,1908.0,보통,다른 DT점에 비해 주차공간 많아서 좋으나 주문 안내방송이 잘 안들려요
356,1911.0,좋음,역시커피는 스타벅스!
357,1921.0,나쁨,사람이 넘 많아요..ㅠ
358,1927.0,나쁨,아침에 한적할때말곤 항상 바글바글한곳 맛도 그냥 평이
359,1967.0,나쁨,사람이 많다보니 아무래두덜친절하시네요
